,Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
2810,A24253,We should adopt libertarianism.,against,Libertarism should not be adopted because rules are needed to ensure public order and the status quo.,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2818,A24271,We should fund embryonic stem cell research.,against,The research on embryonic stem cells is against God's will and should be stopped.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2821,A24274,We should abolish safe spaces.,against,We should accept safe spaces because it allows people to freely speak their minds without consequences.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2824,A24278,We should legalize cannabis.,in favor of,· Legal marijuana can add millions of dollars in federal taxes paid by cannabis companies,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2825,A24279,We should give up the use of the school uniform.,against,The school uniforms ensure that each student starts in an equal environment.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2826,A24280,We should abolish zoos.,in favor of,"Zoos prevent animals from returning to their natural habitat, forcing them into isolation and neglecting their instincts to live in nature.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2829,A24283,We should ban whaling.,against,Whale hunting is an important part of many cultures. It is wrong to impose our decisions on their ancient beliefs.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2830,A24285,We should ban telemarketing.,in favor of,The telemarketers who sell scams interrupt the family's precious time with unceasing phone calls.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2832,A24287,We should abolish the Olympic Games,against,The Olympic Games are an important celebration of athletics in which the whole world can participate.,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2835,A24290,We should ban factory farming.,against,"Industrial agriculture is necessary and cannot be abandoned, because it is the way we will always produce things in agriculture.",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2841,A24299,We should ban missionary work,against,The missionaries do a great job and go to places often neglected by others.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2842,A24300,We should ban factory farming.,in favor of,· Plant farms produce a lot of pollution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2845,A24304,We should give up the use of the school uniform.,in favor of,"Everyone is different and many people like to express themselves by using clothes, wearing the same uniform as others it does not allow a person their own individuality",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2846,A24306,We should adopt gender-neutral language.,against,"Gender characteristics are part of an individual's identity, using gender neutral language that we invalidate these characteristics.",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
2851,A24311,We should abolish the Olympic Games,in favor of,They are expensive for the one who welcomes them.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2862,A24328,We should give up the use of the school uniform.,in favor of,The school uniform does not allow the uniqueness and expression of the individual.,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2866,A24335,We should ban the Church of Scientology,in favor of,We should ban the Church of Scientology because people cannot recognize it as a true religion.,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2871,A24342,We should legalize sexual selection,in favor of,Parents should be able to choose the sex of their children.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2877,A24353,We should ban whaling.,in favor of,Whale hunting is useless for human survival and endangers whales as a species.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2884,A24366,We should ban algorithmic trading.,in favor of,The algorithmic trading is unfair because traders with faster computers and better connections to the market will have an advantage over others.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2893,A24377,We must limit judicial activism,against,"The judges will use their beliefs to interpret the laws and we should not limit that once they are elected, we should understand their views before electing them.",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2898,A24382,We should ban factory farming.,in favor of,Many farm workers have contracted diseases because of the conditions in which they work.,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2906,A24392,We must fight for the abolition of nuclear weapons.,against,Nuclear weapons keep us safe without ever having to actually use them. Get rid of them would leave us open to attack in other ways. better to keep them.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2909,A24398,We should legalize prostitution.,in favor of,Women should have the right to decide what to do with their bodies and this should include being able to sell them.,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,A24399,We should ban whaling.,in favor of,"When we kill whales, it's cruel and inhuman, and if we don't ban them now, we risk losing the entire whale species.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2914,A24404,We should adopt a austerity regime.,against,The adoption of a austerity regime reduces people's confidence in the economy and discourages investment.,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2916,A24408,We should adopt a austerity regime.,against,"To build for the future, we need to reduce austerity and invest money and resources now.",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2918,A24412,We should legalize prostitution.,in favor of,"Prostitution is a legitimate choice, people should be free to do what they want with their bodies, criminalizing gross violation of freedom of occupation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2920,A24415,We should introduce compulsory voting.,in favor of,The mandatory vote will guarantee the right result of an election.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2921,A24416,We should give up the use of the school uniform.,in favor of,The school uniform limits young people's ability to develop their identity and to express their identity,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2923,A24420,We should ban algorithmic trading.,in favor of,"The algorithmic trade, which for all purposes is nothing but gambling, makes it even more volatile, destructive and unethical.",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2928,A24430,We should ban the Church of Scientology,against,"People have the right to freedom of religion, even Scientology, and this right must not be violated.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2929,A24431,We should limit the remuneration of executives.,against,"When people are at the executive level, they have worked long and hard and deserve to be rewarded for their work and ideas at an equitable level.",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2932,A24435,We should ban cosmetic surgery.,against,We must continue to support cosmetic surgery because it helps people correct imperfections that cause poor self-esteem.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2937,A24443,We should ban the use of children's actors.,against,"With appropriate guidance and protection, children can be a valuable asset for the artistic process.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2947,A24456,We should ban telemarketing.,against,"• Telemarketing is a good way for businesses to expand their customer base and increase people's awareness of their business and products, thereby increasing their income.",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,A24457,We should ban algorithmic trading.,against,"The algorithms can be tested from historical data, helping you optimize your trading strategy.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2950,A24461,We should fund embryonic stem cell research.,against,The use of cells from a life embryo is immoral and unacceptable and must be stopped.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2951,A24462,We should ban human cloning.,in favor of,Human cloning in the wrong hands could be very dangerous for society,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2954,A24465,We should abolish zoos.,against,Zoos are a means of protecting endangered species and of enabling scientific research to combat diseases and reintroduce animals into nature.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2958,A24473,We should adopt atheism,against,Atheism tends to be literal and negative when people need faith,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2959,A24475,We should legalize cannabis.,in favor of,"People buy cannabis, whether it's legal or not, so we might as well impose it to make extra money.",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2965,A24486,We should subsidize space exploration.,against,· Space exploration is too expensive and there are not enough tangible benefits to justify a grant,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2968,A24490,We should ban algorithmic trading.,against,The algorihmitic trading is much cheaper for the individual trader.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2976,A24500,We should oppose collectivism.,against,· Collectivism gives a voice a stronger voice by having others available for support,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2983,A25011,We should ban factory farming.,in favor of,Plant farming should be banned because it increases the risk of animal cruelty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2984,A25012,We should abolish zoos.,in favor of,It is unfair to trap animals from their natural habitat and limit them to small areas of entertainment.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2993,A25024,We should legalize sexual selection,against,"The existence of the human being on earth and its adaptation, and ecological domination are only the result of their natural destiny, for which sex selection should not be legalized.",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2996,A25030,We should adopt libertarianism.,against,"Libertarianism promotes personal interest, not that of society as a whole",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2998,A25034,We should abolish zoos.,against,Zoos provide a platform for people to understand the natural and animal world.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3004,A25043,We must fight for the abolition of nuclear weapons.,against,There is no way to achieve this. There is no guarantee whatsoever that any country has actually rid itself of its nuclear weapons and has not simply hidden them.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3011,A25054,We should ban telemarketing.,in favor of,"· Telemarketing is a breach of privacy, especially when calling at the end of the hours, during meals and/or repeatedly even after having requested the termination of the call.",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3018,A25067,We should abolish intellectual property rights,against,"People should have a property right over their own creations, ideas and concepts.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3019,A25071,We should legalize sexual selection,against,"If we give people the right to choose sex, we will have very few women in our world.They would most likely choose a boy.God be the creator of the child and we should never intervene.",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3022,A25077,We should abolish zoos.,against,Many animals would be extinct if we didn't have zoos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3035,A25097,We should legalize trade in organs.,in favor of,· Organ sales encourage people to stay healthy so they can sell their organs.,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3036,A25098,We should adopt gender-neutral language.,against,"The language of gender has served us for centuries in literature and culture, there is no need to change now.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3037,A25099,We should abolish intellectual property rights,against,Intellectual property rights should never be removed in order to protect a company's success.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,A25101,We should ban whaling.,in favor of,· Whale hunting should be prohibited because it is a cruel and outdated practice and no longer serves a purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3040,A25104,We should oppose collectivism.,in favor of,We will lose individuality and become a great hive spirit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3042,A25107,We should ban private military companies.,against,We should not ban private military companies as a person should have the right if they can afford to hire such companies to protect them.,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,A25110,We should limit the remuneration of executives.,against,The remuneration of executives is a means of rewarding and encouraging the best employees.,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3046,A25113,We should ban human cloning.,in favor of,If we begin to play God with our scientific advances that could very well lead to our death.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3051,A25119,We should legalize sexual selection,against,"This could cause an imbalance in the population, if a generation is chosen as predominantly male or female.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3055,A25124,We should ban the use of children's actors.,in favor of,"Children should learn and play, not work",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3059,A25129,We should give up the use of the school uniform.,against,• School uniform is needed to prevent poor students from feeling different,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3069,A25147,We should adopt a multi-party system.,in favor of,The two-party system is outdated and has recently proved that it does not always give the best possible candidates.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3075,A25157,We should ban missionary work,in favor of,"Missionary work can sometimes do more harm than good — for example, if religious missionaries discourage condom use in a place where HIV is the leading cause of death.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3076,A25159,We should cancel the pride parades.,against,People have the right to express themselves.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3077,A25160,We should introduce compulsory voting.,in favor of,"The mandatory vote would ensure that we have the person that the people, all the people, really want in every sector of our government.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3079,A25166,We should ban the Church of Scientology,against,"Everyone has the right to choose a religion to follow, regardless of their beliefs and practices, it is wrong to prohibit a religion.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3083,A25170,We should adopt a austerity regime.,in favor of,A austerity regime allows us to save money when it is necessary.,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3086,A25175,We should ban cosmetic surgery for minors.,in favor of,"The surgery can be dangerous and must never be undertaken without a medical need, the miners do not need to be informed that there is something wrong with them that needs to be repaired.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3087,A25176,We should adopt gender-neutral language.,against,I think it's political correctness going too far.It's killing too much.What is called man's hole blankets?No one's hole blankets?,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
